order_id,product_id,quantity,price_per_unit,,,,,,,,,,,,,,,,,,,,,,
19,7,3,40000,,,,,,,,,,,,,,,,,,,,,,
19,3,1,8000,,,,,,,,,,,,,,,,,,,,,,
20,1,1,15000,,,,,,,,,,,,,,,,,,,,,,
20,3,1,8000,,,,,,,,,,,,,,,,,,,,,,
21,5,2,5000,,,,,,,,,,,,,,,,,,,,,,
21,3,1,8000,,,,,,,,,,,,,,,,,,,,,,
22,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
22,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
23,4,1,12000,,,,,,,,,,,,,,,,,,,,,,
24,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
24,1,1,15000,,,,,,,,,,,,,,,,,,,,,,
24,4,1,12000,,,,,,,,,,,,,,,,,,,,,,
24,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
25,1,2,15000,,,,,,,,,,,,,,,,,,,,,,
25,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
26,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
26,5,1,5000,,,,,,,,,,,,,,,,,,,,,,
26,8,1,3000,,,,,,,,,,,,,,,,,,,,,,
27,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
27,8,2,3000,,,,,,,,,,,,,,,,,,,,,,
27,4,3,12000,,,,,,,,,,,,,,,,,,,,,,
28,8,3,3000,,,,,,,,,,,,,,,,,,,,,,
29,5,3,5000,,,,,,,,,,,,,,,,,,,,,,
30,4,1,12000,,,,,,,,,,,,,,,,,,,,,,
31,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
31,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
31,1,3,15000,,,,,,,,,,,,,,,,,,,,,,
32,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
32,1,1,15000,,,,,,,,,,,,,,,,,,,,,,
32,7,2,40000,,,,,,,,,,,,,,,,,,,,,,
33,4,1,12000,,,,,,,,,,,,,,,,,,,,,,
34,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
35,5,1,5000,,,,,,,,,,,,,,,,,,,,,,
36,3,1,8000,,,,,,,,,,,,,,,,,,,,,,
36,6,1,7000,,,,,,,,,,,,,,,,,,,,,,
37,7,2,40000,,,,,,,,,,,,,,,,,,,,,,
37,2,3,60000,,,,,,,,,,,,,,,,,,,,,,
38,2,3,60000,,,,,,,,,,,,,,,,,,,,,,
38,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
38,2,2,60000,,,,,,,,,,,,,,,,,,,,,,
39,5,2,5000,,,,,,,,,,,,,,,,,,,,,,
39,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
40,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
40,3,1,8000,,,,,,,,,,,,,,,,,,,,,,
41,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
41,1,1,15000,,,,,,,,,,,,,,,,,,,,,,
42,1,1,15000,,,,,,,,,,,,,,,,,,,,,,
42,8,1,3000,,,,,,,,,,,,,,,,,,,,,,
42,1,1,15000,,,,,,,,,,,,,,,,,,,,,,
43,1,1,15000,,,,,,,,,,,,,,,,,,,,,,
43,4,3,12000,,,,,,,,,,,,,,,,,,,,,,
44,3,3,8000,,,,,,,,,,,,,,,,,,,,,,
44,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
44,1,3,15000,,,,,,,,,,,,,,,,,,,,,,
44,7,3,40000,,,,,,,,,,,,,,,,,,,,,,
45,1,3,15000,,,,,,,,,,,,,,,,,,,,,,
46,1,3,15000,,,,,,,,,,,,,,,,,,,,,,
46,3,3,8000,,,,,,,,,,,,,,,,,,,,,,
47,6,1,7000,,,,,,,,,,,,,,,,,,,,,,
48,8,2,3000,,,,,,,,,,,,,,,,,,,,,,
48,5,3,5000,,,,,,,,,,,,,,,,,,,,,,
48,7,3,40000,,,,,,,,,,,,,,,,,,,,,,
48,1,3,15000,,,,,,,,,,,,,,,,,,,,,,
49,3,1,8000,,,,,,,,,,,,,,,,,,,,,,
49,8,2,3000,,,,,,,,,,,,,,,,,,,,,,
49,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
50,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
50,8,1,3000,,,,,,,,,,,,,,,,,,,,,,
51,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
51,7,2,40000,,,,,,,,,,,,,,,,,,,,,,
51,7,2,40000,,,,,,,,,,,,,,,,,,,,,,
52,5,2,5000,,,,,,,,,,,,,,,,,,,,,,
52,8,3,3000,,,,,,,,,,,,,,,,,,,,,,
52,2,3,60000,,,,,,,,,,,,,,,,,,,,,,
53,7,2,40000,,,,,,,,,,,,,,,,,,,,,,
53,6,1,7000,,,,,,,,,,,,,,,,,,,,,,
53,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
54,4,3,12000,,,,,,,,,,,,,,,,,,,,,,
54,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
54,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
54,2,2,60000,,,,,,,,,,,,,,,,,,,,,,
55,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
56,5,3,5000,,,,,,,,,,,,,,,,,,,,,,
56,8,3,3000,,,,,,,,,,,,,,,,,,,,,,
56,5,1,5000,,,,,,,,,,,,,,,,,,,,,,
56,1,3,15000,,,,,,,,,,,,,,,,,,,,,,
57,3,3,8000,,,,,,,,,,,,,,,,,,,,,,
57,7,3,40000,,,,,,,,,,,,,,,,,,,,,,
57,7,2,40000,,,,,,,,,,,,,,,,,,,,,,
58,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
58,6,2,7000,,,,,,,,,,,,,,,,,,,,,,
58,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
59,6,1,7000,,,,,,,,,,,,,,,,,,,,,,
59,7,3,40000,,,,,,,,,,,,,,,,,,,,,,
59,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
60,2,2,60000,,,,,,,,,,,,,,,,,,,,,,
60,4,1,12000,,,,,,,,,,,,,,,,,,,,,,
60,1,3,15000,,,,,,,,,,,,,,,,,,,,,,
61,8,1,3000,,,,,,,,,,,,,,,,,,,,,,
62,8,2,3000,,,,,,,,,,,,,,,,,,,,,,
62,8,2,3000,,,,,,,,,,,,,,,,,,,,,,
62,7,2,40000,,,,,,,,,,,,,,,,,,,,,,
62,2,3,60000,,,,,,,,,,,,,,,,,,,,,,
63,4,3,12000,,,,,,,,,,,,,,,,,,,,,,
63,6,2,7000,,,,,,,,,,,,,,,,,,,,,,
63,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
64,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
64,7,2,40000,,,,,,,,,,,,,,,,,,,,,,
64,3,1,8000,,,,,,,,,,,,,,,,,,,,,,
65,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
65,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
65,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
65,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
66,1,1,15000,,,,,,,,,,,,,,,,,,,,,,
66,2,3,60000,,,,,,,,,,,,,,,,,,,,,,
66,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
67,8,3,3000,,,,,,,,,,,,,,,,,,,,,,
67,5,3,5000,,,,,,,,,,,,,,,,,,,,,,
68,2,2,60000,,,,,,,,,,,,,,,,,,,,,,
68,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
68,8,3,3000,,,,,,,,,,,,,,,,,,,,,,
69,5,3,5000,,,,,,,,,,,,,,,,,,,,,,
69,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
70,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
70,6,1,7000,,,,,,,,,,,,,,,,,,,,,,
70,1,3,15000,,,,,,,,,,,,,,,,,,,,,,
71,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
71,6,2,7000,,,,,,,,,,,,,,,,,,,,,,
72,4,1,12000,,,,,,,,,,,,,,,,,,,,,,
72,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
73,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
73,8,1,3000,,,,,,,,,,,,,,,,,,,,,,
74,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
74,5,1,5000,,,,,,,,,,,,,,,,,,,,,,
74,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
74,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
75,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
75,8,2,3000,,,,,,,,,,,,,,,,,,,,,,
75,1,2,15000,,,,,,,,,,,,,,,,,,,,,,
75,6,2,7000,,,,,,,,,,,,,,,,,,,,,,
76,2,3,60000,,,,,,,,,,,,,,,,,,,,,,
76,5,1,5000,,,,,,,,,,,,,,,,,,,,,,
76,1,2,15000,,,,,,,,,,,,,,,,,,,,,,
76,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
77,3,3,8000,,,,,,,,,,,,,,,,,,,,,,
78,1,3,15000,,,,,,,,,,,,,,,,,,,,,,
78,4,3,12000,,,,,,,,,,,,,,,,,,,,,,
78,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
79,8,2,3000,,,,,,,,,,,,,,,,,,,,,,
79,8,1,3000,,,,,,,,,,,,,,,,,,,,,,
79,3,1,8000,,,,,,,,,,,,,,,,,,,,,,
79,4,1,12000,,,,,,,,,,,,,,,,,,,,,,
80,5,3,5000,,,,,,,,,,,,,,,,,,,,,,
80,5,2,5000,,,,,,,,,,,,,,,,,,,,,,
80,5,2,5000,,,,,,,,,,,,,,,,,,,,,,
81,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
81,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
82,3,3,8000,,,,,,,,,,,,,,,,,,,,,,
82,1,3,15000,,,,,,,,,,,,,,,,,,,,,,
82,5,3,5000,,,,,,,,,,,,,,,,,,,,,,
83,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
83,6,2,7000,,,,,,,,,,,,,,,,,,,,,,
83,8,3,3000,,,,,,,,,,,,,,,,,,,,,,
84,8,1,3000,,,,,,,,,,,,,,,,,,,,,,
84,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
84,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
85,5,2,5000,,,,,,,,,,,,,,,,,,,,,,
85,1,2,15000,,,,,,,,,,,,,,,,,,,,,,
86,4,1,12000,,,,,,,,,,,,,,,,,,,,,,
86,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
86,5,1,5000,,,,,,,,,,,,,,,,,,,,,,
87,1,2,15000,,,,,,,,,,,,,,,,,,,,,,
87,6,2,7000,,,,,,,,,,,,,,,,,,,,,,
88,8,2,3000,,,,,,,,,,,,,,,,,,,,,,
88,1,1,15000,,,,,,,,,,,,,,,,,,,,,,
89,5,1,5000,,,,,,,,,,,,,,,,,,,,,,
89,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
89,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
89,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
90,2,3,60000,,,,,,,,,,,,,,,,,,,,,,
90,5,1,5000,,,,,,,,,,,,,,,,,,,,,,
91,8,1,3000,,,,,,,,,,,,,,,,,,,,,,
91,4,1,12000,,,,,,,,,,,,,,,,,,,,,,
91,7,2,40000,,,,,,,,,,,,,,,,,,,,,,
92,8,3,3000,,,,,,,,,,,,,,,,,,,,,,
92,8,2,3000,,,,,,,,,,,,,,,,,,,,,,
93,7,2,40000,,,,,,,,,,,,,,,,,,,,,,
94,5,2,5000,,,,,,,,,,,,,,,,,,,,,,
94,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
94,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
94,5,3,5000,,,,,,,,,,,,,,,,,,,,,,
95,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
96,2,3,60000,,,,,,,,,,,,,,,,,,,,,,
97,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
97,3,3,8000,,,,,,,,,,,,,,,,,,,,,,
98,2,2,60000,,,,,,,,,,,,,,,,,,,,,,
98,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
99,8,3,3000,,,,,,,,,,,,,,,,,,,,,,
99,2,3,60000,,,,,,,,,,,,,,,,,,,,,,
99,8,1,3000,,,,,,,,,,,,,,,,,,,,,,
100,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
100,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
100,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
100,3,3,8000,,,,,,,,,,,,,,,,,,,,,,
101,3,1,8000,,,,,,,,,,,,,,,,,,,,,,
101,8,2,3000,,,,,,,,,,,,,,,,,,,,,,
101,5,2,5000,,,,,,,,,,,,,,,,,,,,,,
102,4,1,12000,,,,,,,,,,,,,,,,,,,,,,
102,8,3,3000,,,,,,,,,,,,,,,,,,,,,,
103,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
103,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
103,8,3,3000,,,,,,,,,,,,,,,,,,,,,,
104,8,3,3000,,,,,,,,,,,,,,,,,,,,,,
104,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
104,4,1,12000,,,,,,,,,,,,,,,,,,,,,,
105,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
105,1,1,15000,,,,,,,,,,,,,,,,,,,,,,
105,8,2,3000,,,,,,,,,,,,,,,,,,,,,,
105,8,3,3000,,,,,,,,,,,,,,,,,,,,,,
106,4,3,12000,,,,,,,,,,,,,,,,,,,,,,
106,4,1,12000,,,,,,,,,,,,,,,,,,,,,,
107,5,1,5000,,,,,,,,,,,,,,,,,,,,,,
107,2,2,60000,,,,,,,,,,,,,,,,,,,,,,
107,3,1,8000,,,,,,,,,,,,,,,,,,,,,,
107,2,3,60000,,,,,,,,,,,,,,,,,,,,,,
108,2,2,60000,,,,,,,,,,,,,,,,,,,,,,
108,2,2,60000,,,,,,,,,,,,,,,,,,,,,,
109,7,3,40000,,,,,,,,,,,,,,,,,,,,,,
109,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
109,8,1,3000,,,,,,,,,,,,,,,,,,,,,,
109,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
110,8,3,3000,,,,,,,,,,,,,,,,,,,,,,
110,1,1,15000,,,,,,,,,,,,,,,,,,,,,,
111,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
111,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
111,6,1,7000,,,,,,,,,,,,,,,,,,,,,,
112,6,2,7000,,,,,,,,,,,,,,,,,,,,,,
112,5,3,5000,,,,,,,,,,,,,,,,,,,,,,
113,4,3,12000,,,,,,,,,,,,,,,,,,,,,,
113,6,2,7000,,,,,,,,,,,,,,,,,,,,,,
114,8,1,3000,,,,,,,,,,,,,,,,,,,,,,
114,6,2,7000,,,,,,,,,,,,,,,,,,,,,,
115,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
115,3,3,8000,,,,,,,,,,,,,,,,,,,,,,
115,4,1,12000,,,,,,,,,,,,,,,,,,,,,,
115,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
116,3,3,8000,,,,,,,,,,,,,,,,,,,,,,
116,5,2,5000,,,,,,,,,,,,,,,,,,,,,,
116,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
117,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
117,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
117,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
117,2,3,60000,,,,,,,,,,,,,,,,,,,,,,
118,3,3,8000,,,,,,,,,,,,,,,,,,,,,,
119,1,3,15000,,,,,,,,,,,,,,,,,,,,,,
119,7,3,40000,,,,,,,,,,,,,,,,,,,,,,
119,7,3,40000,,,,,,,,,,,,,,,,,,,,,,
120,1,1,15000,,,,,,,,,,,,,,,,,,,,,,
120,6,2,7000,,,,,,,,,,,,,,,,,,,,,,
121,6,1,7000,,,,,,,,,,,,,,,,,,,,,,
121,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
121,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
121,7,2,40000,,,,,,,,,,,,,,,,,,,,,,
122,3,1,8000,,,,,,,,,,,,,,,,,,,,,,
123,1,3,15000,,,,,,,,,,,,,,,,,,,,,,
123,2,3,60000,,,,,,,,,,,,,,,,,,,,,,
123,2,2,60000,,,,,,,,,,,,,,,,,,,,,,
124,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
124,6,1,7000,,,,,,,,,,,,,,,,,,,,,,
124,7,3,40000,,,,,,,,,,,,,,,,,,,,,,
125,3,1,8000,,,,,,,,,,,,,,,,,,,,,,
125,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
126,6,2,7000,,,,,,,,,,,,,,,,,,,,,,
126,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
127,7,3,40000,,,,,,,,,,,,,,,,,,,,,,
127,8,3,3000,,,,,,,,,,,,,,,,,,,,,,
128,1,3,15000,,,,,,,,,,,,,,,,,,,,,,
128,3,3,8000,,,,,,,,,,,,,,,,,,,,,,
128,8,1,3000,,,,,,,,,,,,,,,,,,,,,,
128,7,2,40000,,,,,,,,,,,,,,,,,,,,,,
129,1,3,15000,,,,,,,,,,,,,,,,,,,,,,
129,4,3,12000,,,,,,,,,,,,,,,,,,,,,,
129,6,1,7000,,,,,,,,,,,,,,,,,,,,,,
129,5,1,5000,,,,,,,,,,,,,,,,,,,,,,
130,5,2,5000,,,,,,,,,,,,,,,,,,,,,,
131,7,3,40000,,,,,,,,,,,,,,,,,,,,,,
131,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
132,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
132,8,2,3000,,,,,,,,,,,,,,,,,,,,,,
132,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
132,5,1,5000,,,,,,,,,,,,,,,,,,,,,,
133,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
134,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
134,8,1,3000,,,,,,,,,,,,,,,,,,,,,,
134,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
134,7,3,40000,,,,,,,,,,,,,,,,,,,,,,
135,2,2,60000,,,,,,,,,,,,,,,,,,,,,,
135,5,3,5000,,,,,,,,,,,,,,,,,,,,,,
135,3,1,8000,,,,,,,,,,,,,,,,,,,,,,
136,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
136,6,2,7000,,,,,,,,,,,,,,,,,,,,,,
136,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
136,7,2,40000,,,,,,,,,,,,,,,,,,,,,,
137,7,2,40000,,,,,,,,,,,,,,,,,,,,,,
137,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
137,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
137,5,2,5000,,,,,,,,,,,,,,,,,,,,,,
138,7,2,40000,,,,,,,,,,,,,,,,,,,,,,
138,8,1,3000,,,,,,,,,,,,,,,,,,,,,,
139,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
140,5,3,5000,,,,,,,,,,,,,,,,,,,,,,
140,5,2,5000,,,,,,,,,,,,,,,,,,,,,,
140,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
140,5,3,5000,,,,,,,,,,,,,,,,,,,,,,
141,5,3,5000,,,,,,,,,,,,,,,,,,,,,,
141,5,3,5000,,,,,,,,,,,,,,,,,,,,,,
141,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
142,5,1,5000,,,,,,,,,,,,,,,,,,,,,,
142,1,2,15000,,,,,,,,,,,,,,,,,,,,,,
142,1,1,15000,,,,,,,,,,,,,,,,,,,,,,
143,3,3,8000,,,,,,,,,,,,,,,,,,,,,,
143,8,3,3000,,,,,,,,,,,,,,,,,,,,,,
144,5,3,5000,,,,,,,,,,,,,,,,,,,,,,
144,6,1,7000,,,,,,,,,,,,,,,,,,,,,,
144,3,1,8000,,,,,,,,,,,,,,,,,,,,,,
145,4,1,12000,,,,,,,,,,,,,,,,,,,,,,
145,7,3,40000,,,,,,,,,,,,,,,,,,,,,,
146,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
146,5,3,5000,,,,,,,,,,,,,,,,,,,,,,
146,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
146,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
147,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
147,3,3,8000,,,,,,,,,,,,,,,,,,,,,,
148,2,2,60000,,,,,,,,,,,,,,,,,,,,,,
148,2,3,60000,,,,,,,,,,,,,,,,,,,,,,
148,6,2,7000,,,,,,,,,,,,,,,,,,,,,,
148,6,2,7000,,,,,,,,,,,,,,,,,,,,,,
149,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
149,1,1,15000,,,,,,,,,,,,,,,,,,,,,,
149,1,2,15000,,,,,,,,,,,,,,,,,,,,,,
149,5,3,5000,,,,,,,,,,,,,,,,,,,,,,
150,5,2,5000,,,,,,,,,,,,,,,,,,,,,,
150,7,2,40000,,,,,,,,,,,,,,,,,,,,,,
150,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
150,6,1,7000,,,,,,,,,,,,,,,,,,,,,,
151,8,1,3000,,,,,,,,,,,,,,,,,,,,,,
151,5,1,5000,,,,,,,,,,,,,,,,,,,,,,
152,4,3,12000,,,,,,,,,,,,,,,,,,,,,,
153,1,1,15000,,,,,,,,,,,,,,,,,,,,,,
153,8,2,3000,,,,,,,,,,,,,,,,,,,,,,
153,4,1,12000,,,,,,,,,,,,,,,,,,,,,,
154,7,2,40000,,,,,,,,,,,,,,,,,,,,,,
154,3,1,8000,,,,,,,,,,,,,,,,,,,,,,
155,3,1,8000,,,,,,,,,,,,,,,,,,,,,,
155,4,3,12000,,,,,,,,,,,,,,,,,,,,,,
156,5,3,5000,,,,,,,,,,,,,,,,,,,,,,
156,8,2,3000,,,,,,,,,,,,,,,,,,,,,,
156,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
156,2,2,60000,,,,,,,,,,,,,,,,,,,,,,
157,7,3,40000,,,,,,,,,,,,,,,,,,,,,,
157,6,1,7000,,,,,,,,,,,,,,,,,,,,,,
157,8,2,3000,,,,,,,,,,,,,,,,,,,,,,
157,4,1,12000,,,,,,,,,,,,,,,,,,,,,,
158,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
159,5,1,5000,,,,,,,,,,,,,,,,,,,,,,
160,1,3,15000,,,,,,,,,,,,,,,,,,,,,,
160,2,3,60000,,,,,,,,,,,,,,,,,,,,,,
160,7,2,40000,,,,,,,,,,,,,,,,,,,,,,
161,8,2,3000,,,,,,,,,,,,,,,,,,,,,,
162,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
162,5,2,5000,,,,,,,,,,,,,,,,,,,,,,
162,1,1,15000,,,,,,,,,,,,,,,,,,,,,,
162,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
163,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
163,4,3,12000,,,,,,,,,,,,,,,,,,,,,,
163,4,1,12000,,,,,,,,,,,,,,,,,,,,,,
163,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
164,4,3,12000,,,,,,,,,,,,,,,,,,,,,,
164,7,3,40000,,,,,,,,,,,,,,,,,,,,,,
165,8,2,3000,,,,,,,,,,,,,,,,,,,,,,
165,4,3,12000,,,,,,,,,,,,,,,,,,,,,,
165,8,2,3000,,,,,,,,,,,,,,,,,,,,,,
165,6,2,7000,,,,,,,,,,,,,,,,,,,,,,
166,7,2,40000,,,,,,,,,,,,,,,,,,,,,,
166,3,3,8000,,,,,,,,,,,,,,,,,,,,,,
166,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
167,5,1,5000,,,,,,,,,,,,,,,,,,,,,,
167,3,3,8000,,,,,,,,,,,,,,,,,,,,,,
167,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
168,7,3,40000,,,,,,,,,,,,,,,,,,,,,,
168,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
168,2,3,60000,,,,,,,,,,,,,,,,,,,,,,
168,6,2,7000,,,,,,,,,,,,,,,,,,,,,,
169,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
169,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
169,8,1,3000,,,,,,,,,,,,,,,,,,,,,,
170,4,2,12000,,,,,,,,,,,,,,,,,,,,,,
171,8,1,3000,,,,,,,,,,,,,,,,,,,,,,
172,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
172,5,1,5000,,,,,,,,,,,,,,,,,,,,,,
172,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
